,lb,ub,interval width,coverage,estimator,$n_{human}$,effective sample size
0,0.356145790385614,0.43099275045206775,0.07484696006645375,True,confidence-driven,399.0,619.6211864039032
1,0.31758860209740597,0.39076557499113834,0.07317697289373237,True,human + LLM (non-adaptive),399.0,644.8920115195344
2,0.3220222470964262,0.4183479379961201,0.0963256908996939,True,human only,399.0,391.4679763212512
3,0.34548903484036203,0.38087414675043335,0.03538511191007132,True,LLM only,399.0,0.0
4,0.346703852356105,0.4188811232810207,0.07217727092491566,True,confidence-driven,399.0,660.7326289917155
5,0.3443710485397803,0.41400814105501715,0.06963709251523686,True,human + LLM (non-adaptive),399.0,703.5758600726421
6,0.29853986071671906,0.39180531186957407,0.093265451152855,True,human only,399.0,415.61844951131803
7,0.3276820778578694,0.36266309472842373,0.03498101687055433,True,LLM only,399.0,0.0
8,0.3473571123785912,0.41729201469271654,0.06993490231412536,True,confidence-driven,399.0,698.3508998566724
9,0.31680679342291834,0.38654488241500057,0.06973808899208223,True,human + LLM (non-adaptive),399.0,701.7976804850947
10,0.3032309048114478,0.397119270276096,0.09388836546464818,True,human only,399.0,410.5295100133982
11,0.33559291205859665,0.37076026452969746,0.03516735247110081,True,LLM only,399.0,0.0
12,0.3122054809076321,0.3815865195516326,0.06938103864400047,True,confidence-driven,399.0,708.1129496176303
13,0.33676732683364663,0.4116068602599001,0.07483953342625349,True,human + LLM (non-adaptive),399.0,619.730397093116
14,0.31967102039612305,0.4156966634457979,0.09602564304967487,True,human only,399.0,393.7438957750817
15,0.3291649442729297,0.36418172906373864,0.03501678479080894,True,LLM only,399.0,0.0
16,0.3363320028546174,0.4060781147339536,0.06974611187933621,True,confidence-driven,399.0,701.6567018162523
17,0.32866753656658004,0.39969664552446543,0.07102910895788539,True,human + LLM (non-adaptive),399.0,679.6221029442386
18,0.3173204408561878,0.41304474173510786,0.09572430087892003,True,human only,399.0,396.0491518290167
19,0.33015362868447584,0.3651940451524426,0.03504041646796674,True,LLM only,399.0,0.0
20,0.3337808440934211,0.4096971555113704,0.0759163114179493,True,confidence-driven,399.0,604.180381170205
21,0.34868137250734843,0.4247053208393249,0.07602394833197645,True,human + LLM (non-adaptive),399.0,602.6569180013377
22,0.3550041688779288,0.4554010337233719,0.10039686484544308,True,human only,399.0,362.3997186832931
23,0.35638432607537895,0.3919898610181678,0.03560553494278884,True,LLM only,399.0,0.0
24,0.35110116780086237,0.4268216315391838,0.07572046373832142,True,confidence-driven,399.0,606.9666016192565
25,0.3363244963058388,0.40704718953708263,0.0707226932312438,True,human + LLM (non-adaptive),399.0,684.7937396394874
26,0.34085465542556825,0.43953553967198056,0.0986808842464123,True,human only,399.0,374.2533026401404
27,0.34251932202084895,0.37784085806919604,0.03532153604834709,True,LLM only,399.0,0.0
28,0.3195078740584986,0.3918363660750597,0.07232849201656111,True,confidence-driven,399.0,658.3009353789204
29,0.34168768719459813,0.4116890011495739,0.07000131395497577,True,human + LLM (non-adaptive),399.0,697.1932897103126
30,0.3550041688779288,0.4554010337233719,0.10039686484544308,True,human only,399.0,362.3997186832931
31,0.34449904759707894,0.37986313349346634,0.0353640858963874,True,LLM only,399.0,0.0
32,0.3240298230960967,0.3936090212630364,0.06957919816693969,True,confidence-driven,399.0,704.5980690675887
33,0.32101337162610544,0.39234330671306417,0.07132993508695873,True,human + LLM (non-adaptive),399.0,674.5989676350115
34,0.32437411492821716,0.4209985714149544,0.09662445648673723,True,human only,399.0,389.22084161772483
35,0.33757146713014674,0.37278371045864767,0.035212243328500925,True,LLM only,399.0,0.0
36,0.3039707710653448,0.37273261091068205,0.06876183984533724,True,confidence-driven,399.0,719.2586490572673
37,0.3313470511233239,0.40201963221834697,0.07067258109502306,True,human + LLM (non-adaptive),399.0,685.6448735967405
38,0.30557746887574705,0.39977520746242207,0.09419773858667502,True,human only,399.0,408.0358166493039
39,0.3628270852997788,0.39855360504539383,0.035726519745615026,False,LLM only,399.0,0.0
40,0.2891749626948061,0.3624930004715035,0.07331803777669743,True,confidence-driven,399.0,642.7007277240635
41,0.3631499053316891,0.43524929426811076,0.07209938893642165,False,human + LLM (non-adaptive),399.0,661.9900230414006
42,0.32437411492821716,0.4209985714149544,0.09662445648673723,True,human only,399.0,389.22084161772483
43,0.3410347462266639,0.3763239331130059,0.03528918688634197,True,LLM only,399.0,0.0
44,0.3134679822990657,0.3851099509784869,0.07164196867942119,True,confidence-driven,399.0,669.4446227713918
45,0.3305887652053972,0.40277791813627367,0.07218915293087647,True,human + LLM (non-adaptive),399.0,660.5410964141687
46,0.2961953946523794,0.38914727668328847,0.0929518820309091,True,human only,399.0,418.21507301300534
47,0.3504402097443363,0.38592797434770976,0.03548776460337344,True,LLM only,399.0,0.0
48,0.3032500665183842,0.37675225489008063,0.07350218837169642,True,confidence-driven,399.0,639.8561927624748
49,0.3256117497016795,0.3977499311387407,0.07213818143706119,True,human + LLM (non-adaptive),399.0,661.3632954731968
50,0.3173204408561878,0.41304474173510786,0.09572430087892003,True,human only,399.0,396.0491518290166
51,0.34449904759707894,0.37986313349346634,0.0353640858963874,True,LLM only,399.0,0.0
52,0.31187186364819125,0.3853602710587199,0.07348840741052864,True,confidence-driven,399.0,640.0684384824051
53,0.3359436081738857,0.40742807766903577,0.07148446949515008,True,human + LLM (non-adaptive),399.0,672.0392115482805
54,0.279804529057873,0.3705206335234177,0.09071610446554468,True,human only,399.0,437.43428841394797
55,0.33707679681308367,0.37227788052558564,0.03520108371250197,True,LLM only,399.0,0.0
56,0.33732607022580674,0.4115139226907112,0.07418785246490445,True,confidence-driven,399.0,629.422256431357
57,0.30801202382789655,0.3803321482581465,0.07232012443024993,True,human + LLM (non-adaptive),399.0,658.435154088346
58,0.28448391507968496,0.3758462500028563,0.09136233492317136,True,human only,399.0,431.74901681795
59,0.3405399293277368,0.375818249761808,0.0352783204340712,True,LLM only,399.0,0.0
60,0.3492085820227438,0.4247581782725582,0.07554959624981439,True,confidence-driven,399.0,609.4125636144436
61,0.333265636785119,0.40510354780717717,0.07183791102205817,True,human + LLM (non-adaptive),399.0,666.2367022271526
62,0.3173204408561878,0.41304474173510786,0.09572430087892003,True,human only,399.0,396.0491518290167
63,0.3365821475154014,0.3717720295731429,0.03518988205774154,True,LLM only,399.0,0.0
64,0.3190875576184491,0.38674832326997055,0.06766076565152146,True,confidence-driven,399.0,739.7046054927471
65,0.33178804959330305,0.4065811349989931,0.07479308540569007,True,human + LLM (non-adaptive),399.0,620.4140552592067
66,0.31027264703715646,0.40508503180226324,0.09481238476510678,True,human only,399.0,403.14667398124556
67,0.34548903484036203,0.38087414675043335,0.03538511191007132,True,LLM only,399.0,0.0
68,0.35529886024909935,0.42496075972202535,0.069661899472926,True,confidence-driven,399.0,703.1385047838608
69,0.32139509385970966,0.39196158447945995,0.07056649061975029,True,human + LLM (non-adaptive),399.0,687.4517723172438
70,0.2915086103565099,0.3838290584779074,0.0923204481213975,True,human only,399.0,423.51621306451716
71,0.34994499964895,0.385422684192971,0.035477684544021004,True,LLM only,399.0,0.0
72,0.3238969655215067,0.3924258264202152,0.06852886089870847,True,confidence-driven,399.0,723.5171111955202
73,0.3122450414606568,0.38610413312663683,0.07385909166598004,True,human + LLM (non-adaptive),399.0,634.3943808706672
74,0.35972525574417163,0.4606849493583796,0.10095969361420798,True,human only,399.0,358.6314712738092
75,0.3410347462266639,0.3763239331130059,0.03528918688634197,True,LLM only,399.0,0.0
76,0.3331454144598717,0.40653867470056276,0.07339326024069104,True,confidence-driven,399.0,641.536595173578
77,0.3467286366521576,0.42165555544389044,0.07492691879173285,True,human + LLM (non-adaptive),399.0,618.4471221575052
78,0.33143350640905156,0.428946683685996,0.09751317727694442,True,human only,399.0,382.64683143666406
79,0.3449940308629437,0.38036865047772667,0.03537461961478294,True,LLM only,399.0,0.0
80,0.32401041077781473,0.39416263774294974,0.07015222696513501,True,confidence-driven,399.0,694.5729180596838
81,0.3164205861917699,0.38693108964614903,0.07051050345437915,True,human + LLM (non-adaptive),399.0,688.4080718836972
82,0.28214384236169304,0.37318382147022294,0.0910399791085299,True,human only,399.0,434.57142267551797
83,0.33608751925717895,0.37126615758124026,0.03517863832406132,True,LLM only,399.0,0.0
84,0.3444418527456564,0.41927041063968984,0.07482855789403342,True,confidence-driven,399.0,619.8918458193023
85,0.32717379979936795,0.4011903822916775,0.07401658249230958,True,human + LLM (non-adaptive),399.0,632.0055066667949
86,0.31497051460782954,0.41039216673284085,0.0954216521250113,True,human only,399.0,398.3843105403812
87,0.3504402097443363,0.38592797434770976,0.03548776460337344,True,LLM only,399.0,0.0
88,0.3139957878151593,0.3854857242649949,0.07148993644983559,True,confidence-driven,399.0,671.948909888303
89,0.2846947748614939,0.353624384718296,0.06892960985680208,False,human + LLM (non-adaptive),399.0,716.2141880831581
90,0.31497051460782954,0.41039216673284085,0.0954216521250113,True,human only,399.0,398.3843105403812
91,0.3469741708582242,0.3823905114829464,0.03541634062472221,True,LLM only,399.0,0.0
92,0.34671298325313077,0.4269036239881903,0.08019064073505955,True,confidence-driven,399.0,547.6925656173274
93,0.2978427297219373,0.37549393861222974,0.07765120889029242,True,human + LLM (non-adaptive),399.0,580.2835055880021
94,0.32907975036814524,0.426297938476277,0.09721818810813176,True,human only,399.0,384.8107874588328
95,0.33707679681308367,0.37227788052558564,0.03520108371250197,True,LLM only,399.0,0.0
96,0.3012895074032528,0.370093766957065,0.0688042595538122,True,confidence-driven,399.0,718.4871342188671
97,0.3195256817814536,0.39383099655771603,0.07430531477626245,True,human + LLM (non-adaptive),399.0,627.6593380965413
98,0.31027264703715646,0.40508503180226324,0.09481238476510678,True,human only,399.0,403.14667398124556
99,0.33262571226248816,0.36772446282505566,0.035098750562567504,True,LLM only,399.0,0.0
100,0.36772562861651376,0.43990472409088693,0.07217909547437318,False,confidence-driven,399.0,660.7032129084279
101,0.2988254736821847,0.36950869340135706,0.07068321971917235,True,human + LLM (non-adaptive),399.0,685.4640545764878
102,0.2727912280510979,0.3625264307783168,0.08973520272721891,True,human only,399.0,446.2744763865833
103,0.3365821475154014,0.3717720295731429,0.03518988205774154,True,LLM only,399.0,0.0
104,0.3047934459256947,0.3701085315903059,0.0653150856646112,True,confidence-driven,399.0,786.1072529462631
105,0.33021553449107793,0.40315114885059294,0.07293561435951501,True,human + LLM (non-adaptive),399.0,648.6661655906946
106,0.29385164209782394,0.3864885279872186,0.09263688588939467,True,human only,399.0,420.8474152955503
107,0.32669360730431996,0.3616505647817231,0.03495695747740313,True,LLM only,399.0,0.0
108,0.3211930336108462,0.39995052952041193,0.07875749590956571,True,confidence-driven,399.0,565.750514359722
109,0.2927399471785438,0.360586716153122,0.0678467689745782,False,human + LLM (non-adaptive),399.0,736.1930842911977
110,0.2727912280510979,0.3625264307783168,0.08973520272721891,True,human only,399.0,446.2744763865833
111,0.35341190050654,0.3889592850862564,0.0355473845797164,True,LLM only,399.0,0.0
112,0.31861066913854663,0.38854241452559135,0.06993174538704472,True,confidence-driven,399.0,698.405996033584
113,0.30994160038926843,0.3834050729473999,0.07346347255813146,True,human + LLM (non-adaptive),399.0,640.4527262241492
114,0.32437411492821716,0.4209985714149544,0.09662445648673723,True,human only,399.0,389.22084161772483
115,0.3519259630454758,0.38744372179694536,0.035517758751469564,True,LLM only,399.0,0.0
116,0.33337523675235853,0.4052799266154647,0.07190468986310616,True,confidence-driven,399.0,665.1484423935698
117,0.30121146741032645,0.3771277021744659,0.07591623476413945,True,human + LLM (non-adaptive),399.0,604.1814680805704
118,0.3173204408561878,0.41304474173510786,0.09572430087892003,True,human only,399.0,396.0491518290166
119,0.34796436475940246,0.3834013180820182,0.03543695332261576,True,LLM only,399.0,0.0
120,0.2932448721747033,0.36743391790430313,0.07418904572959983,True,confidence-driven,399.0,629.4043117405203
121,0.32565351019402416,0.39270566939577073,0.06705215920174656,True,human + LLM (non-adaptive),399.0,751.3623534510012
122,0.29385164209782394,0.3864885279872186,0.09263688588939467,True,human only,399.0,420.8474152955503
123,0.3276820778578694,0.36266309472842373,0.03498101687055433,True,LLM only,399.0,0.0
124,0.31670752668022084,0.3870509051764267,0.07034337849620587,True,confidence-driven,399.0,691.2740139645298
125,0.31424938198991537,0.37909729134675296,0.0648479093568376,True,human + LLM (non-adaptive),399.0,795.8400355065951
