,estimator,coverage,effective sample size,rel. ESS
0,human + LLM (confidence),True,582.1613437737378,1.1643226875474757
1,human + LLM (uniform),True,503.41569259725503,1.00683138519451
2,human only,True,459.2050223909306,0.9184100447818612
3,LLM only,False,0.0,0.0
4,human + LLM (confidence),True,564.7638789708858,1.1295277579417715
5,human + LLM (uniform),True,541.4364640883979,1.0828729281767957
6,human only,True,492.8981590253761,0.9857963180507522
7,LLM only,False,0.0,0.0
8,human + LLM (confidence),True,593.8131756903432,1.1876263513806864
9,human + LLM (uniform),True,528.0377256014243,1.0560754512028487
10,human only,True,486.5435137874682,0.9730870275749365
11,LLM only,False,0.0,0.0
12,human + LLM (confidence),True,626.0374004658634,1.2520748009317266
13,human + LLM (uniform),True,522.1676136726925,1.044335227345385
14,human only,True,486.5435137874682,0.9730870275749365
15,LLM only,False,0.0,0.0
16,human + LLM (confidence),True,584.3323253042149,1.16866465060843
17,human + LLM (uniform),True,528.7100338374422,1.0574200676748844
18,human only,True,520.3332610648248,1.0406665221296496
19,LLM only,False,0.0,0.0
20,human + LLM (confidence),True,592.853668341809,1.185707336683618
21,human + LLM (uniform),True,553.4696901925172,1.1069393803850345
22,human only,True,532.8186377784723,1.0656372755569445
23,LLM only,False,0.0,0.0
24,human + LLM (confidence),True,585.9773800632122,1.1719547601264244
25,human + LLM (uniform),True,552.0853050665659,1.1041706101331317
26,human only,False,557.0831128212678,1.1141662256425358
27,LLM only,False,0.0,0.0
28,human + LLM (confidence),True,564.7128025188734,1.129425605037747
29,human + LLM (uniform),False,516.6574582140103,1.0333149164280204
30,human only,False,562.8163329299815,1.1256326658599631
31,LLM only,False,0.0,0.0
32,human + LLM (confidence),True,629.4912670311115,1.2589825340622232
33,human + LLM (uniform),True,508.1005748795076,1.016201149759015
34,human only,True,495.0587579177829,0.9901175158355657
35,LLM only,False,0.0,0.0
36,human + LLM (confidence),True,548.9779054165954,1.0979558108331908
37,human + LLM (uniform),True,492.4504333563812,0.9849008667127624
38,human only,True,495.0587579177829,0.9901175158355657
39,LLM only,False,0.0,0.0
40,human + LLM (confidence),True,603.9828583471689,1.2079657166943378
41,human + LLM (uniform),True,530.8637695227859,1.0617275390455718
42,human only,True,486.5435137874682,0.9730870275749365
43,LLM only,False,0.0,0.0
44,human + LLM (confidence),True,607.4406875777178,1.2148813751554355
45,human + LLM (uniform),True,505.6015144657063,1.0112030289314127
46,human only,True,472.4196127412534,0.9448392254825068
47,LLM only,False,0.0,0.0
48,human + LLM (confidence),True,550.3654701337778,1.1007309402675556
49,human + LLM (uniform),True,505.67595459236327,1.0113519091847265
50,human only,True,503.921589800627,1.007843179601254
51,LLM only,True,0.0,0.0
52,human + LLM (confidence),True,592.4996481141527,1.1849992962283054
53,human + LLM (uniform),True,562.7113038365426,1.125422607673085
54,human only,True,482.4100022299156,0.9648200044598313
55,LLM only,False,0.0,0.0
56,human + LLM (confidence),True,569.6689137651174,1.1393378275302348
57,human + LLM (uniform),True,515.769928718491,1.0315398574369818
58,human only,True,484.46666399715633,0.9689333279943126
59,LLM only,False,0.0,0.0
60,human + LLM (confidence),False,651.8257355030042,1.3036514710060085
61,human + LLM (uniform),True,478.53244840638916,0.9570648968127783
62,human only,True,476.3582894848768,0.9527165789697536
63,LLM only,False,0.0,0.0
64,human + LLM (confidence),True,604.5779189204848,1.2091558378409695
65,human + LLM (uniform),True,540.2282629787082,1.0804565259574166
66,human only,True,515.5216737410618,1.0310433474821237
67,LLM only,False,0.0,0.0
68,human + LLM (confidence),True,552.948178850632,1.105896357701264
69,human + LLM (uniform),True,567.9289370224759,1.1358578740449519
70,human only,False,568.6828666490902,1.1373657332981804
71,LLM only,True,0.0,0.0
72,human + LLM (confidence),True,626.5748627905892,1.2531497255811785
73,human + LLM (uniform),True,518.9124160562093,1.0378248321124186
74,human only,True,490.7589587296755,0.981517917459351
75,LLM only,False,0.0,0.0
76,human + LLM (confidence),True,599.5751029248427,1.1991502058496852
77,human + LLM (uniform),True,532.9895127968244,1.065979025593649
78,human only,True,503.921589800627,1.007843179601254
79,LLM only,False,0.0,0.0
80,human + LLM (confidence),True,610.2352302321831,1.2204704604643661
81,human + LLM (uniform),True,507.24497654940916,1.0144899530988183
82,human only,True,480.37324020410307,0.9607464804082061
83,LLM only,False,0.0,0.0
84,human + LLM (confidence),True,596.7052525679053,1.1934105051358106
85,human + LLM (uniform),True,491.7822187607891,0.9835644375215782
86,human only,True,506.1940765306905,1.012388153061381
87,LLM only,False,0.0,0.0
88,human + LLM (confidence),True,582.6480880188428,1.1652961760376856
89,human + LLM (uniform),True,508.7385360789064,1.0174770721578128
90,human only,True,482.4100022299156,0.9648200044598313
91,LLM only,False,0.0,0.0
92,human + LLM (confidence),True,590.313538626731,1.180627077253462
93,human + LLM (uniform),True,494.7016444286499,0.9894032888572998
94,human only,True,482.4100022299156,0.9648200044598313
95,LLM only,False,0.0,0.0
96,human + LLM (confidence),True,608.2295710902521,1.2164591421805042
97,human + LLM (uniform),True,520.4881116266422,1.0409762232532844
98,human only,True,517.9148326051697,1.0358296652103396
99,LLM only,False,0.0,0.0
100,human + LLM (confidence),True,563.1605449606807,1.1263210899213614
